HCPCS_CODE,Description,B0_const,B1_time,B2_level,B3_slope,p_const,p_time,p_level,p_slope,R_squared,BIC,N_obs,HCPCS_CODE,Description,B0_const,B1_time,B2_level,B3_slope,p_const,p_time,p_level,p_slope,R_squared,BIC,N_obs
71250,CT Chest,24973.3949,231.2743,4537.4915,7.2956,3.42E-234,0.0003,0.0449,0.9300,0.7388,1546.3102,78,71250,CT Chest,24215.9020,337.0876,2602.7814,-98.5177,1.06E-234,4.08E-22,0.0921,0.1210,0.7771,1468.4741,75
85610,PT/INR,443088.5901,-641.5051,41096.6302,-1019.9884,0.0000,0.3017,0.0459,0.1715,0.1877,1860.5262,78,85610,PT/INR,437397.8806,191.7082,18199.9964,-1853.2018,0.0000,0.5107,0.1553,0.0003,0.2967,1753.6370,75
95908,Nerve conduction studies (depending on number of nerves tested),468.7462,-6.1077,115.6315,7.6188,1.76E-73,0.0016,0.0470,0.0007,0.1973,957.3093,77,95908,Nerve conduction studies (depending on number of nerves tested),463.7184,-4.7741,59.6591,6.2851,9.80E-87,0.0001,0.1294,0.0002,0.1282,902.9899,75
25600,Closed treatment of distal radius fracture; without manipulation,611.8709,-5.5894,269.8666,6.5136,5.19E-12,0.1308,0.0493,0.3038,0.1210,1117.6933,78,25600,Closed treatment of distal radius fracture; without manipulation,595.7130,-3.7567,210.6077,4.6808,5.28E-11,0.3943,0.1367,0.4937,0.0894,1076.2234,75
85384,Fibrinogen,4283.0120,222.6676,1337.9576,-284.0552,5.69E-34,4.70E-19,0.0503,2.20E-23,0.8442,1331.4933,78,85384,Fibrinogen,4120.2228,250.7436,1270.3149,-312.1313,3.46E-26,2.18E-18,0.0664,1.49E-22,0.8509,1278.1486,75
95885,Needle EMG,1518.0856,-8.4382,331.1140,17.8212,1.75E-70,0.1721,0.0612,0.0105,0.3041,1143.0978,78,95885,Needle EMG,1475.9786,-1.6521,130.7495,11.0350,6.09E-67,0.6795,0.2029,0.0309,0.2711,1078.5346,75
86357,NK cells,2518.4069,24.5037,463.6024,-17.8436,1.09E-99,0.0033,0.0691,0.0793,0.5932,1193.0514,78,86357,NK cells,2396.7701,39.5087,178.5918,-32.8485,2.78E-122,5.84E-09,0.3372,0.0003,0.6826,1116.0330,75
95912,Nerve conduction studies (depending on number of nerves tested),2215.8198,-17.2040,335.5881,36.3344,9.58E-160,0.0034,0.0803,1.71E-06,0.4083,1160.1477,78,95912,Nerve conduction studies (depending on number of nerves tested),2181.5401,-11.4031,132.6266,30.5335,1.12E-169,0.0031,0.3248,1.01E-06,0.3804,1100.6781,75
92588,"Distortion product otoacoustic emissions, comprehensive diagnostic evaluation",9056.6637,-87.3205,1523.9451,146.1815,1.02E-70,0.0086,0.0820,6.83E-05,0.3398,1371.9438,78,92588,"Distortion product otoacoustic emissions, comprehensive diagnostic evaluation",8902.4421,-59.6053,529.3195,118.4663,1.47E-82,0.0067,0.2768,1.38E-05,0.3026,1290.7177,75
85576,Platelet function assay (PFA-100/200),640.3964,8.9488,199.0178,-5.7573,3.41E-35,0.0148,0.0884,0.2386,0.5354,1070.9051,78,85576,Platelet function assay (PFA-100/200),623.6453,12.2457,137.1151,-9.0542,2.96E-37,0.0002,0.1835,0.0502,0.5413,1023.8612,75
88356,Morphometric analysis for nerve density (specifically for intra-epidermal nerve fiber density),1048.0751,-24.7503,72.9806,23.2117,5.63E-46,3.46E-17,0.1004,1.70E-14,0.8725,957.9576,78,88356,Morphometric analysis for nerve density (specifically for intra-epidermal nerve fiber density),1068.8610,-26.8379,44.7463,25.2993,1.59E-48,2.72E-17,0.3337,8.11E-15,0.8772,921.3737,75
23500,Closed treatment of clavicular fracture; without manipulation,13.9234,-0.2671,10.8346,1.0087,0.0014,0.1590,0.1040,0.0010,0.4500,654.3413,55,23500,Closed treatment of clavicular fracture; without manipulation,13.8467,-0.2934,10.9548,1.0351,0.0024,0.1933,0.1132,0.0017,0.4450,631.9488,53
85730,aPTT,189253.0480,1004.9131,19954.3258,-1757.9862,0.0000,0.0075,0.1131,0.0001,0.3547,1779.5725,78,85730,aPTT,184580.0232,1646.6614,7106.1444,-2399.7345,0.0000,1.02E-18,0.3717,6.48E-14,0.5087,1670.9604,75
86355,T cells (CD3),3009.6937,29.2175,451.7703,-12.4536,4.37E-96,0.0028,0.1256,0.2979,0.6186,1224.6304,78,86355,T cells (CD3),2867.4528,46.6554,123.6506,-29.8915,1.21E-105,6.16E-08,0.5838,0.0077,0.6915,1151.1600,75
29826,Arthroscopic shoulder surgical procedure for subacromial decompression,13.0405,0.8977,29.5533,-2.4675,0.1088,0.0793,0.1273,0.0006,0.2109,777.8101,60,29826,Arthroscopic shoulder surgical procedure for subacromial decompression,11.7665,1.1661,24.9308,-2.7359,0.1664,0.0347,0.1938,0.0002,0.2180,748.7262,59
11104,"Punch skin biopsy, single lesion",1314.7167,-14.0478,215.1557,13.5224,4.64E-111,0.0243,0.1573,0.0529,0.0616,929.1941,66,11104,"Punch skin biopsy, single lesion",1322.3290,-9.0234,64.9109,8.4980,8.23E-134,0.0349,0.5493,0.1104,0.0273,873.1840,63
75565,Cardiac MRI,127.8904,-0.0731,43.8424,3.5966,4.41E-17,0.9365,0.1728,0.0037,0.5441,880.4308,78,75565,Cardiac MRI,122.1515,0.8580,19.5682,2.6655,3.74E-19,0.2515,0.4810,0.0179,0.5391,840.0404,75
96132," Neuropsychological testing evaluation services, first hour. ",3461.5667,6.8348,396.4470,113.0999,7.57E-55,0.6657,0.1879,7.99E-11,0.8954,1056.8861,66,96132," Neuropsychological testing evaluation services, first hour. ",3413.7229,26.1039,79.4128,93.8308,7.93E-56,0.1275,0.7596,5.31E-07,0.8995,1003.0632,63
85244,Clotting factors (selective use),73.9655,0.4337,19.1308,1.8203,1.54E-20,0.3852,0.2116,0.0023,0.7081,755.0135,77,85244,Clotting factors (selective use),70.3066,1.0017,5.9164,1.2524,3.66E-18,0.0062,0.5947,0.0107,0.7340,710.9515,75
86790,Viral serologies (lab dependent),581.6952,13.8873,-214.2754,-9.9425,6.83E-09,0.0389,0.2233,0.1870,0.2135,1085.3638,78,86790,Viral serologies (lab dependent),554.4456,19.3623,-320.5653,-15.4176,4.20E-08,0.0013,0.0241,0.0257,0.3061,1024.6011,75
92553,Tympanometry and acoustic reflex threshold measurements,1871.7432,5.5575,392.2403,10.0927,3.61E-52,0.5878,0.2273,0.4331,0.3827,1224.3250,78,92553,Tympanometry and acoustic reflex threshold measurements,1785.5597,18.7624,72.5417,-3.1122,5.22E-64,0.0013,0.7294,0.7526,0.4062,1156.4117,75
93040,"Rhythm ECG (limited, interpretation dependent)",3443.7793,-17.3350,346.0435,21.2474,4.46E-134,0.1106,0.2513,0.0848,0.0724,1210.8989,78,93040,"Rhythm ECG (limited, interpretation dependent)",3394.7879,-8.0625,46.3097,11.9749,2.66E-155,0.2828,0.8092,0.2076,0.0198,1141.9750,75
27786,Closed treatment of distal fibular fracture; without manipulation,67.7087,-1.2802,16.0604,2.0870,4.02E-07,0.0278,0.2594,0.0035,0.1455,774.2841,70,27786,Closed treatment of distal fibular fracture; without manipulation,65.8182,-1.1534,10.0537,1.9602,2.37E-06,0.1087,0.5320,0.0184,0.1116,748.6067,67
86360,CD4/CD8 subsets,16766.6937,72.6508,1411.1786,-93.5715,1.80E-190,0.1001,0.2735,0.0530,0.2291,1444.5287,78,86360,CD4/CD8 subsets,16211.1052,145.8476,-157.5766,-166.7683,2.01E-211,3.53E-06,0.8414,7.93E-06,0.3429,1351.1672,75
85260,Clotting factors (selective use),13.7216,0.1147,6.3836,-0.5708,0.0026,0.6637,0.2843,0.0515,0.1360,579.9095,52,85260,Clotting factors (selective use),12.0483,0.3315,2.3310,-0.7876,0.0115,0.3292,0.7295,0.0307,0.1710,553.7223,51
96127," Brief emotional/behavioral assessment, per standardized instrument, with scoring and documentation. ",156133.4369,4484.9607,35775.4166,-161.4194,9.58E-45,4.43E-06,0.2847,0.9002,0.7818,1956.6134,78,96127," Brief emotional/behavioral assessment, per standardized instrument, with scoring and documentation. ",143816.5829,6159.2533,7969.7898,-1835.7120,3.86E-53,1.86E-21,0.7477,0.0861,0.8121,1866.1144,75
11106,"Incisional skin biopsy, single lesion",183.9667,10.0174,76.7135,-13.7587,1.18E-17,5.02E-08,0.2867,3.99E-05,0.2240,859.4962,66,11106,"Incisional skin biopsy, single lesion",179.3766,12.2195,67.3139,-15.9607,5.07E-14,4.95E-08,0.3533,9.69E-06,0.2139,823.7258,63
75574,Cardiac CTA,284.5691,12.7230,103.5706,41.2031,1.87E-23,1.04E-05,0.3688,3.18E-18,0.9250,1101.7628,78,75574,Cardiac CTA,243.8253,18.2193,6.6046,35.7068,2.36E-32,2.66E-50,0.9389,2.01E-19,0.9317,1051.2840,75
96121," Neurobehavioral status exam, each additional hour. ",529.3333,11.4130,-77.1411,-15.9048,0.0010,0.2195,0.3872,0.0920,0.1190,892.4374,66,96121," Neurobehavioral status exam, each additional hour. ",495.9870,18.9584,-160.4636,-23.4502,0.0021,0.0783,0.0987,0.0313,0.1886,848.3995,63
86161,C4,250.8814,6.1798,39.8444,-2.9005,5.32E-36,3.72E-05,0.3874,0.0837,0.6745,929.9806,78,86161,C4,229.2781,8.7042,-0.7943,-5.4249,1.08E-27,9.46E-08,0.9852,0.0025,0.7305,874.8133,75
92552,Pure tone audiogram,63776.3709,641.0725,10333.4078,-846.8501,6.41E-25,0.1086,0.4062,0.0921,0.1751,1793.8753,78,92552,Pure tone audiogram,60497.7736,1127.8001,-40.0631,-1333.5778,6.90E-25,0.0005,0.9967,0.0031,0.2115,1710.1166,75
86317,N-protein,20077.7703,6.4750,1425.5978,422.6194,8.85E-174,0.9188,0.4713,5.29E-08,0.8032,1500.7056,78,86317,N-protein,19396.2941,100.1862,-872.2571,328.9082,3.74E-222,0.0025,0.4392,4.61E-09,0.8592,1407.2498,75
28470,Closed treatment of metatarsal fracture; without manipulation,26.3679,0.0568,7.9174,0.9107,7.51E-05,0.8817,0.4769,0.0776,0.3556,728.3736,68,28470,Closed treatment of metatarsal fracture; without manipulation,23.9376,0.3031,2.6336,0.6643,0.0009,0.5243,0.8262,0.2620,0.3446,700.3276,67
96139," Psychological or neuropsychological test administration and scoring by technician, each additional 30 minutes. ",2136.5967,-17.2004,207.1817,73.4927,1.01E-65,0.2180,0.4789,4.01E-06,0.7058,1029.2421,66,96139," Psychological or neuropsychological test administration and scoring by technician, each additional 30 minutes. ",2157.2727,-8.0273,-48.5589,64.3196,2.40E-99,0.3885,0.8058,9.10E-08,0.7123,973.3304,63
95907,Nerve conduction studies (depending on number of nerves tested),60.8288,-1.0712,-6.7769,0.7295,1.87E-06,0.0522,0.5076,0.2012,0.4250,715.8466,47,95907,Nerve conduction studies (depending on number of nerves tested),60.1497,-0.8900,-15.1075,0.5483,6.94E-06,0.1295,0.0865,0.3652,0.4693,683.4556,47
85250,Clotting factors (selective use),62.2027,1.7218,9.3398,2.5786,7.36E-37,9.37E-06,0.5382,5.35E-05,0.8062,805.2989,78,85250,Clotting factors (selective use),57.5027,2.3379,-0.5118,1.9625,3.79E-32,1.63E-21,0.9661,0.0005,0.8138,770.2310,75
85270,Clotting factors (selective use),40.0766,2.5099,-6.5297,-1.3023,5.70E-14,3.99E-14,0.5393,0.0047,0.6811,746.1203,78,85270,Clotting factors (selective use),37.6667,2.9034,-9.1820,-1.6958,1.42E-10,2.61E-14,0.3996,0.0007,0.6790,719.4451,75
95922,"Vasomotor adrenergic function (e.g., BP response to Valsalva or tilt)",104.4009,13.8485,-34.1049,-25.6013,0.0063,2.77E-14,0.5693,1.67E-26,0.6341,972.0718,78,95922,"Vasomotor adrenergic function (e.g., BP response to Valsalva or tilt)",85.5187,16.2687,-51.1235,-28.0215,0.0437,4.32E-15,0.3846,6.08E-27,0.6522,934.1850,75
96133," Neuropsychological testing evaluation services, each additional hour. ",2355.1400,-21.9035,85.8107,89.7128,1.57E-51,0.0424,0.6939,1.10E-11,0.7532,1029.4885,66,96133," Neuropsychological testing evaluation services, each additional hour. ",2344.4459,-14.5351,-116.5739,82.3444,5.51E-48,0.2342,0.5537,1.13E-08,0.7475,980.9486,63
29827,Arthroscopic shoulder rotator cuff repair,2.1517,0.6644,4.5078,-1.0899,0.7183,0.0340,0.6993,0.0200,0.1076,706.4438,45,29827,Arthroscopic shoulder rotator cuff repair,2.0553,0.7503,3.8458,-1.1759,0.7462,0.0366,0.7443,0.0188,0.1060,681.0720,44
95924,Combined assessment of the autonomic nervous system,785.6126,-5.3541,16.7967,10.2635,1.28E-32,0.0687,0.7965,0.0022,0.1545,1008.7196,78,95924,Combined assessment of the autonomic nervous system,775.7433,-3.7624,-40.3302,8.6719,2.58E-29,0.1972,0.4416,0.0089,0.1255,964.1494,75
94762,"Pulse oximetry (spot / overnight, sometimes used adjunctively)",4259.3363,-40.0319,110.9260,43.4560,8.40E-54,0.0132,0.7991,0.0157,0.2324,1260.0032,78,94762,"Pulse oximetry (spot / overnight, sometimes used adjunctively)",4118.0980,-27.1387,-280.5144,30.5627,2.14E-51,0.1958,0.5792,0.1758,0.2236,1207.5405,75
82542,Prostaglandin D2 (lab-dependent methodology),13965.0916,-119.6735,-286.3581,125.5309,3.56E-122,0.0029,0.8119,0.0044,0.3852,1406.1064,78,82542,Prostaglandin D2 (lab-dependent methodology),13583.1266,-80.7333,-1509.4999,86.5907,7.65E-117,0.1016,0.2417,0.0978,0.4324,1339.6604,75
92625,comprehensive tinnitus assessment,59.8318,-0.4936,2.5242,4.4776,3.01E-22,0.1930,0.9244,0.0297,0.2799,932.7041,76,92625,comprehensive tinnitus assessment,58.0267,-0.2005,-6.5283,4.1846,4.59E-22,0.5245,0.7998,0.0410,0.2659,899.6057,75
62270,lumbar puncture,404.7943,-9.9279,0.8121,8.6728,1.91E-25,4.73E-09,0.9789,3.88E-07,0.8048,878.1308,70,62270,lumbar puncture,401.7754,-9.5428,-38.2775,8.2876,5.70E-23,2.69E-06,0.2701,5.19E-05,0.8144,842.6568,67
