HCPCS_CODE,Description,B0_const_Jan2021,B1_time_Jan2021,B2_level_Jan2021,B3_slope_Jan2021,p_const_Jan2021,p_time_Jan2021,p_level_Jan2021,p_slope_Jan2021,R_squared_Jan2021,BIC_Jan2021,B0_const_Jun2020,B1_time_Jun2020,B2_level_Jun2020,B3_slope_Jun2020,p_const_Jun2020,p_time_Jun2020,p_level_Jun2020,p_slope_Jun2020,R_squared_Jun2020,BIC_Jun2020,B0_const_Mar2021,B1_time_Mar2021,B2_level_Mar2021,B3_slope_Mar2021,p_const_Mar2021,p_time_Mar2021,p_level_Mar2021,p_slope_Mar2021,R_squared_Mar2021,BIC_Mar2021,N_obs,BIC_min,Best_Intervention_BIC,R_squared_max,Best_Intervention_R_squared,Agreement
80061,"Lipid Panel (Total, HDL, Triglycerides, and calculated LDL)",965901.8729,6189.0459,193622.0656,-1635.1432,2.2199999999999998e-262,1.83e-05,0.0004,0.5066,0.7306,1993.3238,976356.5385,5068.4646,130311.3962,2253.5286,1.85e-238,0.031,0.0495,0.4341,0.7025,2000.7802,959441.538,6767.3652,201738.2948,-3194.2236,3.2099999999999997e-267,3.84e-08,0.0003,0.1981,0.7374,1991.4097,75,1991.4097,Mar-21,0.7374,Mar-21,Agree
82465,"Total cholesterol, serum",48310.2443,-15.4755,6078.9634,-205.657,2.15e-138,0.8836,0.0944,0.1705,0.0864,1552.537,47877.0598,26.2906,3169.9412,-143.0781,1.02e-121,0.8748,0.4449,0.4408,0.0381,1556.4075,48643.6719,-45.3352,8389.9048,-248.4696,3.5e-147,0.618,0.0195,0.0659,0.1368,1548.2802,75,1548.2802,Mar-21,0.1368,Mar-21,Agree
83721,"Lipoprotein, direct measurement; high-density cholesterol (HDL)",28361.442,0.9661,3742.1227,64.963,1.39e-295,0.9801,0.0273,0.4037,0.3631,1453.9521,28546.6496,-17.6889,1876.9403,134.2695,4.71e-265,0.7948,0.326,0.1065,0.334,1457.3073,28235.5686,12.1899,4123.8024,33.5652,9.26e-305,0.7079,0.0152,0.6844,0.3723,1452.8621,75,1452.8621,Mar-21,0.3723,Mar-21,Agree
84478,Triglycerides,29401.7545,-22.7612,7494.3439,-58.8215,0.0,0.4183,0.0003,0.4196,0.324,1473.0775,29216.3248,-2.8937,3430.3869,40.3363,0.0,0.9598,0.1218,0.6132,0.1893,1486.7009,29230.0604,-7.3249,8162.5702,-118.3949,0.0,0.7657,0.0001,0.1135,0.3648,1468.4053,75,1468.4053,Mar-21,0.3648,Mar-21,Agree
86769,serology for Covid,26035.1496,14359.2652,-85879.3519,-17527.5522,0.4451,0.0009,0.0284,4.91e-05,0.7261,1242.9103,39.1667,-23.5,162074.6828,-3949.6879,4.02e-09,2.21e-05,9.71e-34,1.86e-19,0.8416,1214.4443,40841.768,10925.5353,-96473.4778,-13765.1626,0.3202,0.0035,0.001,0.0002,0.7159,1244.8117,50,1214.4443,Jun-20,0.8416,Jun-20,Agree
86317,N-protein,19576.3148,85.533,-839.9753,343.5614,3.3299999999999996e-229,0.0055,0.4631,3.43e-10,0.8581,1407.8253,18690.1282,177.4451,-4441.1836,237.1198,8.21e-171,3.62e-05,6.39e-05,1.63e-05,0.8621,1405.6847,19815.8113,64.1875,842.6986,348.3639,1.21e-227,0.0268,0.4849,3.27e-10,0.8587,1407.4894,75,1405.6847,Jun-20,0.8621,Jun-20,Agree
11102,"Tangential skin biopsy, single lesion",8174.3942,4.9512,2327.8391,28.1323,8.770000000000001e-64,0.8807,0.0017,0.5152,0.4342,1133.2522,8027.3143,35.1055,578.9927,33.2604,1.6199999999999999e-55,0.6598,0.6036,0.69,0.3719,1139.8371,8206.2825,0.5268,3017.0476,11.9183,7.94e-68,0.9844,4.47e-06,0.74,0.4854,1127.2816,63,1127.2816,Mar-21,0.4854,Mar-21,Agree
11103,"Tangential skin biopsy, each additional lesion",829.4596,2.2396,230.4035,0.9866,2.62e-26,0.6286,0.0158,0.8657,0.3257,878.7108,724.7429,21.9956,-130.0985,-14.6512,7.71e-51,0.0207,0.3767,0.1411,0.2893,882.0228,839.1834,0.8564,323.696,-0.107,8.200000000000001e-27,0.8353,0.0003,0.9834,0.3736,874.0698,63,874.0698,Mar-21,0.3736,Mar-21,Agree
11104,"Punch skin biopsy, single lesion",1324.6106,-8.4105,75.603,7.8851,1.22e-130,0.0177,0.4763,0.0972,0.0324,872.8529,1269.3429,2.8923,-152.5739,-2.0264,2.6e-60,0.8205,0.3581,0.8744,0.0413,872.272,1324.8502,-8.4163,109.1295,7.2286,1.1300000000000001e-133,0.0029,0.3443,0.1202,0.0385,872.4544,63,872.272,Jun-20,0.0413,Jun-20,Agree
11105,"Punch skin biopsy, each additional lesion",333.8231,-3.4168,-125.7485,2.8925,1.0900000000000001e-21,0.1416,0.0018,0.2282,0.6615,713.3684,243.3143,13.9077,-286.3501,-15.7696,5.03e-21,2.93e-05,3.88e-11,3.08e-06,0.7461,695.2542,346.0565,-5.1332,-93.9608,4.7837,3.46e-20,0.0191,0.0214,0.0327,0.6432,716.672,63,695.2542,Jun-20,0.7461,Jun-20,Agree
11106,"Incisional skin biopsy, single lesion",184.1221,10.6772,61.3821,-14.4185,3.6e-17,7.39e-09,0.3925,1.87e-05,0.2203,823.2058,205.0571,6.0571,171.2046,-8.5287,5.39e-19,0.0192,0.0008,0.0077,0.2161,823.5463,200.0553,8.4562,107.4058,-13.5094,8.09e-21,3.82e-05,0.1723,0.0003,0.246,821.0995,63,821.0995,Mar-21,0.246,Mar-21,Agree
11107,"Incisional skin biopsy, each additional lesion",51.7046,-0.6528,70.5862,-0.432,3.02e-08,0.3122,0.0188,0.735,0.1317,701.5541,37.9714,2.1253,0.6874,-1.982,1.31e-06,0.1127,0.9777,0.2237,0.0346,708.235,53.9848,-0.9737,94.2167,-0.8096,3e-08,0.0911,0.0025,0.5322,0.2148,695.2159,57,695.2159,Mar-21,0.2148,Mar-21,Agree
23500,Closed treatment of clavicular fracture; without manipulation,14.1141,-0.2983,11.7375,1.04,0.0011,0.1197,0.0833,0.0007,0.4471,631.6581,10.0855,0.1224,-10.0686,0.815,0.0704,0.7512,0.2086,0.0528,0.4389,632.7691,13.8212,-0.2729,15.4183,0.9306,0.001,0.1085,0.0271,0.0027,0.4557,630.4846,53,630.4846,Mar-21,0.4557,Mar-21,Agree
25600,Closed treatment of distal radius fracture; without manipulation,601.4058,-3.9552,223.1322,4.8793,8.35e-12,0.3081,0.1109,0.4523,0.0915,1076.048,518.8632,4.3648,-107.0441,0.7367,4.66e-08,0.5412,0.5215,0.9265,0.0635,1078.3237,626.8075,-6.2335,396.4605,3.2578,2.84e-12,0.0941,0.0011,0.5767,0.1658,1069.6505,75,1069.6505,Mar-21,0.1658,Mar-21,Agree
25605,Closed treatment of a distal radial fracture with manipulation ,59.8423,0.137,60.4527,-0.5476,0.0004,0.8608,0.0517,0.6917,0.1698,844.3235,50.2222,1.0438,14.1877,-0.4724,0.0069,0.4181,0.6694,0.7543,0.1188,848.8003,63.9979,-0.2346,90.6096,-0.9826,0.0001,0.745,0.0008,0.4278,0.2394,837.7575,72,837.7575,Mar-21,0.2394,Mar-21,Agree
27447,Total knee replacement (arthroplasty),51.3632,0.5774,86.0676,5.5389,4.38e-07,0.2461,0.0024,0.0001,0.7489,873.7999,64.0684,-0.7624,44.5414,7.6703,2.82e-10,0.1951,0.0481,1.1e-10,0.7434,875.4433,51.2138,0.5909,116.4204,4.7947,1.03e-07,0.1605,1.38e-05,0.0008,0.7621,869.768,75,869.768,Mar-21,0.7621,Mar-21,Agree
27786,Closed treatment of distal fibular fracture; without manipulation,67.1162,-1.1873,13.4025,1.9941,5.48e-07,0.0573,0.3899,0.0079,0.1243,747.5278,48.1282,0.7682,-50.2783,0.4386,0.0003,0.3656,0.0022,0.6278,0.1918,741.5169,67.4867,-1.2203,22.4995,1.8686,1.57e-07,0.0213,0.1254,0.007,0.1358,746.5387,67,741.5169,Jun-20,0.1918,Jun-20,Agree
28470,Closed treatment of metatarsal fracture; without manipulation,25.3404,0.2072,3.6785,0.7602,0.0002,0.6242,0.7592,0.1667,0.3426,700.5561,13.8376,1.3638,-28.38,-0.2327,0.1058,0.0308,0.0306,0.7369,0.3767,696.5656,26.8881,0.069,13.1359,0.7358,3.6e-05,0.8414,0.2263,0.1327,0.3534,699.3123,67,696.5656,Jun-20,0.3767,Jun-20,Agree
29826,Arthroscopic shoulder surgical procedure for subacromial decompression,11.7408,1.123,22.9653,-2.6929,0.1551,0.0296,0.2407,0.0002,0.2228,748.2717,18.6752,0.386,43.831,-1.6173,0.0107,0.4005,0.0055,0.007,0.2198,748.5619,5.2549,1.7043,-7.6681,-2.8931,0.5678,0.0022,0.692,0.0003,0.2084,749.6502,59,748.2717,Jan-21,0.2228,Jan-21,Agree
29827,Arthroscopic shoulder rotator cuff repair,1.792,0.7375,2.3087,-1.163,0.7659,0.0207,0.8445,0.0138,0.1137,680.4167,8.547,0.0301,24.4907,-0.4841,0.164,0.9388,0.0066,0.2915,0.1507,677.2196,1.6279,0.7508,-0.4629,-1.1726,0.7744,0.0052,0.9688,0.0181,0.1144,680.3626,44,677.2196,Jun-20,0.1507,Jun-20,Agree
62270,lumbar puncture,399.2085,-9.0235,-25.2584,7.7683,3.3000000000000004e-26,1.12e-07,0.4242,6.02e-06,0.8282,836.862,362.188,-5.1289,-148.9439,3.7949,1.33e-18,0.1066,0.0081,0.2343,0.8566,823.3158,401.7734,-9.2541,-0.9398,7.8941,5.48e-28,3.55e-10,0.9724,1.19e-07,0.8277,837.0987,67,823.3158,Jun-20,0.8566,Jun-20,Agree
76700,abdominal ultrasound,58547.7546,-74.0162,9208.072,43.477,0.0,0.3184,0.0025,0.7299,0.2449,1543.5971,57268.265,63.4619,736.7845,68.6915,0.0,0.5183,0.8191,0.6012,0.1512,1552.3694,58793.2108,-95.9411,12354.2954,-27.4606,0.0,0.1288,5.43e-06,0.7932,0.3268,1534.9848,75,1534.9848,Mar-21,0.3268,Mar-21,Agree
81025,"qualitative urine pregnancy test (hCG) performed by visual color comparison, such as a dipstick or test strip",489552.6134,-259.9913,58532.9578,641.4922,0.0,0.5928,0.0022,0.4726,0.3343,1833.0322,473364.8291,1452.9337,-17414.2347,81.5234,0.0,0.03,0.3815,0.9339,0.2702,1839.9322,490414.3661,-334.1074,75879.8006,188.2871,0.0,0.4006,5.93e-06,0.8113,0.3852,1827.0669,75,1827.0669,Mar-21,0.3852,Mar-21,Agree
85240,Clotting factors (selective use),1511.8357,34.2394,643.305,-10.1107,4.6199999999999996e-111,3.12e-19,0.0002,0.1599,0.8571,1123.5496,1499.3419,35.8157,315.5525,-1.0141,1.07e-89,6.3e-08,0.1424,0.9064,0.8335,1135.015,1493.1389,35.9198,671.0041,-15.1943,7.09e-115,2.63e-29,6.7e-05,0.032,0.8621,1120.8571,75,1120.8571,Mar-21,0.8621,Mar-21,Agree
85244,Clotting factors (selective use),70.8546,0.9304,4.8572,1.3236,4.02e-20,0.0046,0.6643,0.0043,0.7346,710.7809,73.2564,0.6964,0.188,1.5458,5.95e-18,0.1791,0.9862,0.0061,0.7361,710.3466,69.3704,1.0628,2.3421,1.2563,1.62e-19,0.0004,0.8422,0.0114,0.7334,711.1118,75,710.3466,Jun-20,0.7361,Jun-20,Agree
85245,Clotting factors (selective use),999.8153,26.2789,551.7335,-9.7395,4.57e-101,3.12e-22,2.34e-05,0.0776,0.8624,1081.1974,999.3932,26.5501,302.656,-0.9902,6.929999999999999e-89,1.47e-09,0.0569,0.8768,0.8337,1095.4251,984.866,27.6153,578.9003,-14.0997,2.17e-102,1.7000000000000002e-32,2.53e-06,0.0085,0.8694,1077.3192,75,1077.3192,Mar-21,0.8694,Mar-21,Agree
85246,Clotting factors (selective use),1350.6499,29.2178,598.9768,-8.5937,3.14e-145,3.61e-20,8.41e-05,0.1836,0.8598,1102.4067,1315.0427,33.132,232.7469,-2.2648,1.72e-132,2.29e-10,0.2148,0.7605,0.832,1115.9888,1333.3017,30.7724,627.5421,-13.3491,5.31e-153,5.820000000000001e-31,2.27e-05,0.0359,0.8657,1099.2243,75,1099.2243,Mar-21,0.8657,Mar-21,Agree
85247,Clotting factors (selective use),278.1806,8.4992,161.6751,-4.3294,9.249999999999999e-81,4.34e-22,0.0004,0.0152,0.8103,926.0934,285.3675,7.826,114.3213,-1.0554,4.5e-81,3.62e-08,0.0252,0.6112,0.7843,935.7223,273.2671,8.9416,163.4182,-5.5854,3.43e-83,3.12e-33,0.0003,0.0021,0.8154,924.0359,75,924.0359,Mar-21,0.8154,Mar-21,Agree
85250,Clotting factors (selective use),59.5003,2.1284,-2.1905,2.172,2.09e-39,1.0300000000000001e-22,0.8561,8.5e-05,0.8136,770.3065,57.7009,2.3193,-17.4529,1.8788,1.11e-26,1.84e-08,0.1214,0.0009,0.8134,770.3882,61.0371,1.9915,9.2012,2.1781,3.9900000000000006e-43,1.8000000000000001e-22,0.4977,0.0002,0.8142,770.0646,75,770.0646,Mar-21,0.8142,Mar-21,Agree
85260,Clotting factors (selective use),13.1503,0.2404,3.06,-0.6964,0.0048,0.4268,0.6524,0.0346,0.163,554.3992,4.6166,1.24,-13.1005,-1.5375,0.3251,0.0004,0.0225,2.34e-05,0.2546,546.1703,14.5401,0.1001,8.0445,-0.6727,0.0015,0.6924,0.1912,0.0113,0.1921,551.8876,51,546.1703,Jun-20,0.2546,Jun-20,Agree
85270,Clotting factors (selective use),38.6334,2.7342,-12.9381,-1.5266,8.06e-13,2.26e-18,0.2063,0.0007,0.689,717.061,47.4017,1.7863,26.1144,-0.8893,2.73e-29,4.05e-09,0.0016,0.0373,0.6987,714.6902,41.4458,2.483,-6.6227,-1.3826,1.96e-15,3.34e-14,0.5665,0.0032,0.6836,718.3568,75,714.6902,Jun-20,0.6987,Jun-20,Agree
86255,"fluorescent noninfectious agent antibody screen (e.g., ANA, tissue antibodies) performed using immunofluorescence",11185.1857,127.6063,2899.1748,-492.0985,5.179999999999999e-221,1.91e-14,0.0876,2.86e-17,0.6337,1419.6136,11127.2137,134.0752,3870.1931,-430.0353,3.38e-171,1.87e-06,0.0142,2.23e-19,0.5818,1429.5537,11053.6368,139.4079,1778.0633,-510.1709,1.27e-209,2.75e-18,0.3473,1.48e-13,0.6329,1419.794,75,1419.6136,Jan-21,0.6337,Jan-21,Agree
86256,fluorescent noninfectious agent antibody titer,3207.7327,26.69,759.1619,-98.9712,2.94e-172,0.0002,0.0408,3.95e-15,0.5373,1201.0803,3379.1795,8.921,1320.769,-67.8705,5.16e-305,0.243,8.86e-05,2.85e-10,0.5029,1206.4519,3190.488,28.241,612.0824,-103.9124,5.79e-191,7.2e-07,0.1165,5.86e-15,0.5431,1200.1328,75,1200.1328,Mar-21,0.5431,Mar-21,Agree
88314,"Immunohistochemistry stains often used to visualize nerve fibers (e.g., PGP 9.5)",478.4574,-5.7014,-118.0008,4.7656,1.92e-72,0.0002,0.0105,0.0071,0.7955,854.9726,430.7692,-0.7846,-198.4505,-1.4032,1.2500000000000001e-29,0.7645,3.93e-05,0.6057,0.8164,846.8843,483.432,-6.1481,-109.3791,5.6762,2.3399999999999997e-81,9.21e-07,0.0101,0.0004,0.7983,853.9562,75,846.8843,Jun-20,0.8164,Jun-20,Agree
88341,"Immunohistochemistry stains often used to visualize nerve fibers (e.g., PGP 9.5)",7928.7707,135.9664,2523.9863,-80.8772,7.110000000000001e-206,1.37e-14,0.0024,0.0186,0.7627,1355.9267,7919.2821,138.9651,1498.2938,-39.585,3.1999999999999997e-220,6.08e-09,0.0956,0.2826,0.7322,1365.001,7892.3329,139.1999,2710.474,-100.194,7.610000000000001e-235,2.7499999999999995e-23,0.0008,0.0033,0.7722,1352.8688,75,1352.8688,Mar-21,0.7722,Mar-21,Agree
88342,"Immunohistochemistry stains often used to visualize nerve fibers (e.g., PGP 9.5)",40742.9875,477.5253,9284.7731,-421.2022,9.5e-253,2.7e-13,0.0036,0.0022,0.6648,1562.2568,40250.0598,531.2844,5352.7793,-304.315,1.55e-227,4.21e-07,0.133,0.0432,0.6236,1570.9352,40854.5812,467.4448,10787.4194,-488.7756,7.55e-271,5.94e-18,0.0006,0.0002,0.6849,1557.5997,75,1557.5997,Mar-21,0.6849,Mar-21,Agree
88356,Morphometric analysis for nerve density (specifically for intra-epidermal nerve fiber density),1045.5637,-24.4109,63.6133,22.8723,4.01e-45,2.15e-16,0.1643,7.92e-14,0.8744,923.0641,1073.0256,-27.2205,-26.91,25.138,8.120000000000001e-37,2.8e-07,0.7477,2.41e-06,0.8762,922.024,1034.4805,-23.4241,80.882,21.9976,1.03e-44,3.67e-17,0.0518,8.64e-14,0.871,925.0839,75,922.024,Jun-20,0.8762,Jun-20,Agree
93241,continuous cardiac monitoring and detection,0.0,21.5668,-16.5724,-11.5779,0.0,0.0015,0.0091,0.0509,0.8463,445.1534,0.0,14.1764,-2.0404,-4.1875,0.0,6.1e-07,0.0001,0.033,0.8463,445.1534,29.0,5.1266,-75.8654,5.1266,0.0,5.75e-26,4.23e-05,5.75e-26,0.854,446.7577,40,445.1534,Jan-21,0.854,Mar-21,Disagree
93242,continuous cardiac monitoring and detection,0.0,-68.3858,186.3424,117.9566,0.0,0.0018,6.33e-06,1.29e-09,0.8625,587.018,0.0,11.935,3.2126,37.6358,0.0,0.2296,0.1343,2.72e-07,0.8625,587.018,220.0,213.0,-78.2692,-163.4649,0.0,0.0,0.2557,0.0,0.8632,594.2604,42,587.018,Jan-21,0.8632,Mar-21,Disagree
93243,continuous cardiac monitoring and detection,0.0,-692.4881,1483.4666,790.9786,0.0,5.44e-49,5.04e-63,9.469999999999999e-81,0.8497,649.0534,0.0,-178.6921,56.9843,277.1826,0.0,1.17e-16,8.710000000000001e-35,6.47e-70,0.8497,649.0534,1910.0,309.0,209.1692,-212.5717,0.0,0.0,0.1632,1.48e-171,0.8523,655.785,42,649.0534,Jan-21,0.8523,Mar-21,Disagree
93244,continuous cardiac monitoring and detection,0.0,-65.8891,169.0342,103.1452,0.0,1.64e-05,4.14e-09,2.38e-14,0.7962,582.8961,0.0,3.7001,3.732,33.5559,0.0,0.6007,0.0133,4.54e-11,0.7962,582.8961,259.0,27.0,27.2885,10.1128,0.0,0.0,0.5843,0.0003,0.7963,590.3549,42,582.8961,Jan-21,0.7963,Mar-21,Disagree
93246,continuous cardiac monitoring and detection,0.0,-129.9846,300.5532,170.5686,0.0,6.98e-10,2.82e-14,2.64e-20,0.8313,580.3343,0.0,-17.1365,9.3571,57.7206,0.0,0.0785,6.94e-06,1.46e-16,0.8313,580.3343,537.0,-22.0,-10.7308,62.8625,0.0,0.0,0.8733,2.22e-70,0.8317,587.71,42,580.3343,Jan-21,0.8317,Mar-21,Disagree
93247,continuous cardiac monitoring and detection,0.0,-857.305,1792.9227,935.6177,0.0,1.45e-76,1.1099999999999999e-94,2.7900000000000003e-117,0.8021,643.768,0.0,-253.606,73.1906,331.9187,0.0,1.1900000000000001e-32,7.85e-58,1.7e-103,0.8021,643.768,2277.0,327.0,272.5462,-251.2888,0.0,0.0,0.048,1.1600000000000001e-259,0.8083,649.9099,42,643.768,Jan-21,0.8083,Mar-21,Disagree
93248,continuous cardiac monitoring and detection,0.0,-132.3011,310.3377,178.0366,0.0,8.35e-07,9.41e-10,9.46e-14,0.8057,597.6316,0.0,-14.1543,9.2555,59.8898,0.0,0.2417,0.0004,2.83e-11,0.8057,597.6316,554.0,28.0,-59.9308,18.1844,0.0,0.0,0.4867,5.58e-06,0.8062,604.999,42,597.6316,Jan-21,0.8062,Mar-21,Disagree
95885,Needle EMG,1475.3857,-1.5532,132.8394,10.9362,1.24e-70,0.6694,0.2003,0.0238,0.2712,1078.5286,1471.1368,-1.0817,-7.2213,12.0403,5.32e-57,0.8542,0.9529,0.0612,0.2661,1079.0499,1479.9813,-1.9346,203.0042,9.8832,9.03e-76,0.5418,0.0772,0.0329,0.2815,1077.4511,75,1077.4511,Mar-21,0.2815,Mar-21,Agree
95886,Needle EMG,17775.6221,94.5601,3909.0965,-35.379,1.65e-182,0.0011,0.001,0.4885,0.582,1430.915,18202.2906,50.466,3118.8813,62.2469,4.4500000000000004e-173,0.3418,0.0296,0.3276,0.5553,1435.5598,17668.7531,104.2711,4154.5498,-66.2289,4.43e-183,3.13e-05,0.0008,0.2075,0.5917,1429.1573,75,1429.1573,Mar-21,0.5917,Mar-21,Agree
95907,Nerve conduction studies (depending on number of nerves tested),59.1393,-0.7953,-14.7443,0.4535,4.38e-06,0.1349,0.1051,0.4115,0.4676,683.6953,60.8291,-0.9986,-3.5587,0.3528,3.87e-05,0.2172,0.7742,0.67,0.4458,686.7067,61.4432,-1.0008,-6.5396,0.5851,6.76e-07,0.0426,0.4986,0.2544,0.4568,685.1971,47,683.6953,Jan-21,0.4676,Jan-21,Agree
95908,Nerve conduction studies (depending on number of nerves tested),457.0666,-4.1916,60.2474,5.7027,5.750000000000001e-85,0.0002,0.1293,0.0005,0.1206,903.6421,484.8803,-7.0304,64.1553,8.7717,6.48e-78,0.0008,0.1549,8.29e-05,0.1506,901.041,449.692,-3.5309,52.9551,5.1027,9.140000000000001e-80,0.0008,0.1883,0.0044,0.1074,904.7614,75,901.041,Jun-20,0.1506,Jun-20,Agree
95909,Nerve conduction studies (depending on number of nerves tested),912.1462,4.1989,217.3802,-1.1827,6.78e-51,0.1848,0.048,0.7882,0.3527,1056.9049,930.0342,2.2803,159.4402,3.6847,1.2e-40,0.6903,0.2275,0.5518,0.3329,1059.156,902.5973,5.0725,215.2125,-2.9063,1.4e-52,0.0525,0.0629,0.5165,0.3544,1056.7075,75,1056.7075,Mar-21,0.3544,Mar-21,Agree
95910,Nerve conduction studies (depending on number of nerves tested),1847.6902,-5.1708,553.9306,4.7102,7.499999999999999e-98,0.1752,0.0001,0.4475,0.2906,1109.9945,1875.8803,-8.0981,311.6349,15.2552,1.51e-84,0.2761,0.1036,0.0737,0.2175,1117.3548,1831.869,-3.737,608.5616,0.2108,9.03e-96,0.277,3.54e-05,0.9732,0.3156,1107.3046,75,1107.3046,Mar-21,0.3156,Mar-21,Agree
95911,Nerve conduction studies (depending on number of nerves tested),3278.1571,30.2128,532.4828,-19.8049,1.65e-157,1.69e-05,0.0615,0.0923,0.5362,1199.7489,3324.453,25.2499,487.9652,-6.8576,1.46e-154,0.0105,0.094,0.5679,0.5212,1202.1349,3286.1848,29.5137,632.8115,-23.6481,2.77e-178,2.42e-07,0.0327,0.0432,0.5482,1197.7786,75,1197.7786,Mar-21,0.5482,Mar-21,Agree
95912,Nerve conduction studies (depending on number of nerves tested),2174.4624,-10.5415,143.7568,29.6718,7.790000000000001e-179,0.002,0.2837,6.91e-07,0.3811,1100.5906,2159.0427,-9.0003,-124.523,29.0501,1.95e-120,0.1976,0.4315,0.0002,0.3768,1101.1147,2197.8752,-12.6184,345.6894,28.435,3.34e-187,0.0001,0.0185,7.31e-07,0.4082,1097.2406,75,1097.2406,Mar-21,0.4082,Mar-21,Agree
95913,Nerve conduction studies (depending on number of nerves tested),1791.8018,10.5146,353.6943,-1.6712,2.93e-76,0.0522,0.0389,0.8215,0.5409,1109.4182,1952.8462,-6.0,565.2737,17.8164,7.42e-132,0.2897,8.99e-05,0.0092,0.5665,1105.109,1770.8311,12.413,327.5594,-4.5495,2.49e-77,0.0071,0.0643,0.5473,0.539,1109.738,75,1105.109,Jun-20,0.5665,Jun-20,Agree
95921,Cardiovagal (heart rate variability with deep breathing),2119.3905,0.3299,353.9005,12.4595,1.92e-36,0.9644,0.1229,0.1767,0.3408,1152.1003,1827.0855,30.6301,-617.4804,-8.3616,3.33e-24,0.022,0.0389,0.5565,0.3683,1148.9004,2128.2961,-0.4507,495.4969,9.6439,2.6000000000000002e-37,0.9408,0.0247,0.2408,0.3611,1149.7544,75,1148.9004,Jun-20,0.3683,Jun-20,Agree
95922,"Vasomotor adrenergic function (e.g., BP response to Valsalva or tilt)",97.9084,14.9017,-64.4731,-26.6545,0.0119,3.79e-17,0.2702,3.47e-29,0.654,933.784,99.7179,14.7795,112.4309,-26.1752,0.0172,3.14e-06,0.1316,2.35e-14,0.6395,936.8692,119.404,12.9805,-43.5473,-25.6505,0.0021,8.18e-11,0.4992,5.35e-22,0.6367,937.4495,75,933.784,Jan-21,0.654,Jan-21,Agree
95924,Combined assessment of the autonomic nervous system,773.5721,-3.4879,-36.4768,8.3974,1.2e-31,0.1824,0.4905,0.006,0.1263,964.0768,774.6496,-3.4397,-70.38,7.5735,2.2099999999999997e-23,0.4072,0.2453,0.0765,0.1256,964.1348,769.789,-3.1441,-42.4466,8.5703,3.41e-33,0.1866,0.4403,0.0037,0.1317,963.6132,75,963.6132,Mar-21,0.1317,Mar-21,Agree
95943,Quantitative autonomic function testing of parasympathetic and sympathetic functions,1098.1931,-21.4196,198.158,3.8295,6.45e-121,4.57e-26,0.0298,0.2778,0.8475,983.7097,1150.1282,-26.7026,196.5972,11.1747,1.07e-151,6.359999999999999e-23,0.0151,0.0005,0.8477,983.5939,1076.9875,-19.5234,153.8403,2.0448,6.25e-101,6.46e-19,0.1291,0.6277,0.841,986.8546,46,983.5939,Jun-20,0.8477,Jun-20,Agree
95992,Neuropsychological testing (sometimes used depending on setup),58.4068,-0.1337,51.7086,2.1357,8.23e-05,0.8449,0.055,0.0865,0.4292,836.1531,49.2906,0.826,-9.9895,2.0156,0.0175,0.5664,0.7613,0.2144,0.407,839.0155,54.7303,0.1904,51.7051,1.6593,0.0003,0.7777,0.0458,0.2316,0.426,836.5779,71,836.1531,Jan-21,0.4292,Jan-21,Agree
96110," Developmental screening, per standardized instrument, with scoring and documentation. ",244538.782,2714.9384,73067.0782,-2437.6179,3.0199999999999995e-188,4.64e-15,5.29e-06,0.0003,0.7238,1824.0844,249479.9573,2200.3788,60673.4311,-793.7917,8.220000000000001e-166,0.0029,0.0042,0.3969,0.6792,1835.3276,242674.1723,2884.6672,74125.0584,-2992.0191,2.54e-179,2.32e-18,7.23e-06,1.89e-05,0.735,1820.9895,75,1820.9895,Mar-21,0.735,Mar-21,Agree
96111," Deleted; old code for developmental testing, per hour / extended developmental testing",8744.123,-335.5338,3014.8215,336.4087,7.76e-18,2.27e-12,0.0025,1.99e-12,0.7585,1334.4608,10627.1026,-529.4205,4206.8963,530.2654,1.27e-51,2.22e-24,5.51e-05,1.8999999999999998e-24,0.8804,1281.7286,8404.6211,-305.1411,2904.3904,305.95,2.44e-15,7.71e-12,0.0016,6.79e-12,0.7335,1341.8562,66,1281.7286,Jun-20,0.8804,Jun-20,Agree
96112," Developmental test administration, first hour. ",6575.9433,155.6112,1448.7433,-93.9061,1.27e-66,2.64e-09,0.0251,0.007,0.709,1118.0409,5561.0,350.1429,-1160.1429,-254.431,2.49e-77,1.01e-12,0.165,1.19e-06,0.6927,1121.4594,6638.202,147.0048,1792.8194,-99.4045,2.47e-64,2.52e-12,0.0035,0.0009,0.724,1114.7055,63,1114.7055,Mar-21,0.724,Mar-21,Agree
96113," Developmental test administration, each additional 30 minutes. ",1171.9033,21.9828,317.4129,9.0884,8.39e-24,0.0076,0.0642,0.3965,0.7058,960.2823,1062.6286,41.9253,-124.933,-5.9877,2.87e-13,0.0138,0.5303,0.7355,0.6975,962.0268,1177.0933,21.2995,424.7351,6.8985,6.020000000000001e-27,0.0012,0.0156,0.4785,0.7139,958.514,63,958.514,Mar-21,0.7139,Mar-21,Agree
